Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL LINDOLFO MENDES DA CUNHA,52002080,GO,Faina,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA LINO NASCIMENTO, 318 CENTRO. 76740-000 Faina - GO.",(62) 33861346,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.4482959,-50.3641918
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL FRANCISCO ELIEZER CURADO,52002110,GO,Faina,Rural,A escola não está em área de localização diferenciada,Pública,"POVOADO DE BURDUNA, SN VERA CRUZ. CENTRO. 76740-000 Faina - GO.",(62) 33861128,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.3513675229624,-50.2546715922654
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL BRUNO FREIRE DE ANDRADE,52002241,GO,Faina,Rural,A escola não está em área de localização diferenciada,Pública,"POVOADO DE ARARAS, SN CENTRO. 76740-000 Faina - GO.",(62) 33861574,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.4128796281293,-50.6217306386679
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOAO FERREIRA AVELAR,52002403,GO,Faina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DALIA, SN PARQUE DAS ROSAS. 76740-000 Faina - GO.",(62) 33861574,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-15.4436727706343,-50.3675104491413
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL DONA ZELIA DA MATA,52002446,GO,Faina,Rural,A escola não está em área de localização diferenciada,Pública,"RUA 1 DE ABRIL, S/N SANTA RITA. POVOADO DE JEROAQUA. 76740-000 Faina - GO.",(62) 33861475,Municipal,Não Informado,Sim,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-15.3753981040791,-50.4991353303194
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL VISTA BELA,52002497,GO,Faina,Rural,A escola não está em área de localização diferenciada,Pública,"GO 164, SN FAZENDA MONJOLINHO. 76740-000 Faina - GO.",(62) 33861128,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.5496794125065,-50.2885887958109
ESCOLA PARALISADA,COLEGIO ESTADUAL MAJOR JOAO LEITE ORTIZ DE CAMARGO,52002578,GO,Faina,Urbana,Não Informado,Pública,"AVENIDA BARROS DE CAMARGO, SN CENTRO. 76740-000 Faina - GO.",(62) 91947199,Estadual,Não Informado,Não,,,,,-15.52723,-50.16104
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ALTERNATIVO - COOPECIGO,52002586,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. DR. DEUSDETE FERREIRA DE MOURA,, S/N QUADRA 10 LOTE 04. LESTE. 76600-000 Goiás - GO.",(62) 33711986,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.9412585,-50.1344249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ALCIDES JUBE,52002594,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDGAR CAMELO, SN AREIAO. 76600-000 Goiás - GO.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-15.9336507,-50.1386773
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE JOAO AUGUSTO PERILLO,52002608,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARECHAL ABRANTES, JOAO FRANCISCO. 76600-000 Goiás - GO.",(62) 33714649,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-15.9408126,-50.143834
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JARDIM DE INFANCIA PROF TEREZINHA VIGGIANO MENDES,52002624,GO,Goiás,Urbana,Área remanescente de quilombos,Pública,"RUA VEREADOR HUGO ARGENTA, S/N COM. QUILOMBOLA. ALTO SANTANA. 76600-000 Goiás - GO.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.92837739,-50.14514565
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CORA CORALINA,52002659,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 03 QD 08 LT 03, SN AO LADO DO FORUM. SETOR AEROPORTO. 76600-000 Goiás - GO.",(62) 33712671,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-15.941361,-50.1526326
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE TEMPO INTEGRAL MESTRE NHOLA,52002705,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ARAGUARI, SN INTEGRAL. CENTRO. 76600-000 Goiás - GO.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-15.9367563,-50.1433859
ESCOLA PARALISADA,ESCOLA LAR SAO JOSE,52002730,GO,Goiás,Urbana,Não Informado,Privada,"RUA DR JOAQUIM RODRIGUES, SN CENTRO. 76600-000 Goiás - GO.",(62) 33711426,Privada,Não Informado,Não,,,,,-15.9360387,-50.141724
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LYCEU DE GOYAZ PROFESSOR ALCIDE JUBE,52003051,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AV PROF ALCIDE JUBE, SN CENTRO. 76600-000 Goiás - GO.",(62) 984340187,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.9342517,-50.1415127
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DONA GERCINA BORGES TEIXEIRA,52003086,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENEDITO LOBO, BAIRRO RIO VERMELHO. 76600-000 Goiás - GO.",(62) 33717706,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.9366403,-50.14998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAO BENTO,52003108,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 1, S/N VILA UNIAO. 76600-000 Goiás - GO.",(62) 33712672,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-15.9458873,-50.1289876
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA ANITA,52003116,GO,Goiás,Urbana,Área remanescente de quilombos,Pública,"RUA VEREADOR HGO ARGENTA, SANTA BARBARA. RUA DO CEMITERIO. 76600-000 Goiás - GO.",(62) 33717706,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.9284484,-50.1455254
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SONHO INFANTIL,52003124,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MAXIMIANO MENDES, S/N CENTRO. 76600-000 Goiás - GO.",(62) 33717010,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-15.9321498,-50.1424718
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL POVOADO SAO JOAO,52003388,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 1, SN POVOADO DE SAO JOAO. RURAL. 76610-000 Goiás - GO.",(62) 33051159,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.64613913,-50.58507328
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL WALTER ENGEL,52003396,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SUL, SN CENTRO. 76600-000 Goiás - GO.",(62) 998866678,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.90199,-50.43966
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PINGO DE GENTE,52003434,GO,Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"COLONIA DE UVA, S/N DISTRITO. 76600-000 Goiás - GO.",(62) 33717706,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8993416,-50.4394597
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL ILIDIA MARIA PERILLO CAIADO,52003442,GO,Itapirapuã,Urbana,A escola não está em área de localização diferenciada,Pública,"AV TANCREDO NEVES, SN CENTRO. 76290-000 Itapirapuã - GO.",(62) 984478924,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.81796833,-50.60868333
ESCOLA PARALISADA,ESCOLA ESTADUAL DESEMBARGADOR MARIO CAIADO,52003477,GO,Itapirapuã,Urbana,Não Informado,Pública,"AV JK, SN CENTRO. 76290-000 Itapirapuã - GO.",(62) 985667573,Estadual,Não Informado,Não,,,,,-15.8228937,-50.6163637
ESCOLA PARALISADA,CENTRO DE ENSINO EM PERIODO INTEGRAL NICO DE BARROS,52003485,GO,Itapirapuã,Urbana,Não Informado,Pública,"RUA 09, SN QD 35. CIDADE LIVRE. 76290-000 Itapirapuã - GO.",,Estadual,Não Informado,Não,,,,,-15.8294815,-50.6071176
ESCOLA PARALISADA,ESC MUL ELIANA MARIA M PEDRESCHI,52003574,GO,Itapirapuã,Rural,Não Informado,Pública,"FAZENDA NEVADA, 76290-000 Itapirapuã - GO.",(62) 33741221,Municipal,Não Informado,Não,,,,,-15.5321998,-50.7243816
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL SEBASTIANA SARDINHA COSTA,52003680,GO,Itapirapuã,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOAO MARIANO COSTA, S/N SAO DOMINGOS. 76290-000 Itapirapuã - GO.",,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-15.8218893,-50.6009222
ESCOLA PARALISADA,ESC MUL PRUDENTE DE MORAIS,52003698,GO,Itapirapuã,Rural,Não Informado,Pública,"FAZENDA VEREDA ENCONTRADA, 76290-000 Itapirapuã - GO.",(62) 33741221,Municipal,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL MARECHAL RIBAS JUNIOR,52003752,GO,Itapirapuã,Urbana,A escola não está em área de localização diferenciada,Pública,"AV JK, SN DISTRITO JACILANDIA. CENTRO. 76293-000 Itapirapuã - GO.",(62) 33744073,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.6083447,-50.9367217
ESCOLA PARALISADA,COLEGIO RAIOS DE LUZ,52003760,GO,Jussara,Urbana,Não Informado,Privada,"RUA 002, 76270-000 Jussara - GO.",(62) 33731172,Privada,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO EMILIANA RIBEIRO DE CASTRO,52003779,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PROFESSOR FERREIRA, 81 SAO FRANCISCO. 76270-000 Jussara - GO.",(62) 33731326,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8656528,-50.864472
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO EM PERIODO INTEGRAL DOM BOSCO,52003787,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALMIRANTE BARROSO, SN ESQ COM AV CACULE. SAO FRANCISCO. 76270-000 Jussara - GO.",(62) 33731552,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.8683001,-50.8674956
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MILITARIZADA COMENDADOR JOAO MARCHESI,52003795,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"BR 070, KM 05, SAIDA PARA ITAPIRPUA, PARQUE INDUSTRIAL. 76270-000 Jussara - GO.",(62) 33731412,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-15.87369628,-50.83757789
ESCOLA PARALISADA,CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR BRASIL RAMOS CAIADO,52003809,GO,Jussara,Urbana,Não Informado,Pública,"AV DALVO GARCIA DOS SANTOS, 203 CENTRO. 76270-000 Jussara - GO.",(62) 985304224,Estadual,Não Informado,Não,,,,,-15.86238521,-50.8691608
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GERCINA BORGES TEIXEIRA,52003817,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TUPY ESQUINA COM AVENIDA ALMIRANTE SALDANHA, S N MARAJOARA. 76270-000 Jussara - GO.",(62) 999826535,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-15.8720742,-50.8698168
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GUARIROBA,52003825,GO,Jussara,Rural,A escola não está em área de localização diferenciada,Pública,"POV SAO SEBASTIAO DO RIO CLARO, SN CENTRO. 76270-000 Jussara - GO.",(62) 996533132,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.7375916,-51.4635045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS,52003833,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DALVO GARCIA DOS SANTOS, 203 CENTRO. 76270-000 Jussara - GO.",(62) 986349995,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.8607092,-50.8639096
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPMG UNIDADE MARIA TEREZA GARCIA NETA BENTO,52003850,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSIAS TEIXEIRA LOBO, SN QD AREA LT AREA. MORADA NOVA. 76270-000 Jussara - GO.",(62) 33734121,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.8800766,-50.8764373
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL MAL RONDON,52003868,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 02 QD 8 LT 0406, SN CENTRO. 76270-000 Jussara - GO.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.92137554,-51.3226341
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA DOLORES MARTINS,52003876,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 17, 776 BAIRRO GOIAS. 76270-000 Jussara - GO.",(62) 999365535,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-15.86263342,-50.86026428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ESTEVAM FERNANDES REBOUCAS,52003949,GO,Jussara,Rural,A escola não está em área de localização diferenciada,Pública,"FAZENDA TALISMA, ZONA RURAL. ZONA RURAL. 76270-000 Jussara - GO.",(62) 33731003,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-15.4593374,-51.5443353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCO RODRIGUES REBOUCAS,52003973,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"DISTRITO DE CAMPO ALEGRE, S/N. 76270-000 Jussara - GO.",(62) 99972870,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.91108139,-51.11001644
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL LOURIVAL DE OLIVEIRA LOBO,52004023,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ESTEVAO FERNANDES REBOUCAS, 0 SETOR ALTO DA BOA VISTA. 76270-000 Jussara - GO.",(62) 33733546,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.87634074,-50.85126152
ESCOLA PARALISADA,ESCOLA MUNICIPAL NESTOR DE MACEDO NETO,52004040,GO,Jussara,Rural,Não Informado,Pública,"FAZENDA SAO JOAO DA BOA ESPERANCA, ZONA RURAL. ZONA RURAL. 76270-000 Jussara - GO.",,Municipal,Não Informado,Não,,,,,-15.8013698,-51.4034803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SORAYA SAIVA VILELA,52004104,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAIXETAS, ESQ. HELIODORO DE BARROS, S/N. SONHO DOURADO. 76270-000 Jussara - GO.",(62) 33731070,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-15.87705667,-50.86459
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEIEMD - CENTRO DE EDUCACAO INFANTIL ESPIRITA MARIA DOLORES,52004236,GO,Jussara,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BOM JARDIM ESQ RUA GOIAS, S/N. MARAJOARA. 76270-000 Jussara - GO.",(62) 33731334,Privada,Filantrópica,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-15.87413684,-50.87093609
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL ALCIDES RAMOS JUBE,52004260,GO,Matrinchã,Urbana,A escola não está em área de localização diferenciada,Pública,"R OLINDA, SN CENTRO. 76730-000 Matrinchã - GO.",(62) 996830158,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.54263,-50.52841
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL ARTHUR DA COSTA E SILVA,52004279,GO,Matrinchã,Urbana,A escola não está em área de localização diferenciada,Pública,"AV JOAO ARTIAGA, 812 CENTRO. 76730-000 Matrinchã - GO.",(62) 984171944,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-15.43801,-50.74438333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HELENA MARIA ANDRADE NEVES,52004325,GO,Matrinchã,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOAO ARTIAGA, 340 AO LADO DO POSTO. CENTRO. 76730-000 Matrinchã - GO.",(62) 33911151,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.4421142,-50.7450693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL GABRIEL JOSE DE MOURA,52004414,GO,Santa Fé de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO PEDRO, 07 CENTRO. 76265-000 Santa Fé de Goiás - GO.",(62) 33851024,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-15.7710817,-51.1055653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL CORA CORALINA,52004457,GO,Santa Fé de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANTONIO DE CARVALHO, SN QD 12 LT 04. PARQUE DOS BURITIS. 76265-000 Santa Fé de Goiás - GO.",(62) 33851141,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.77319246,-51.09649315
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SANTA RITA DE CASSIA,52004511,GO,Santa Fé de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA TEREZINHA, QD 21 LT 01. CENTRO. 76265-000 Santa Fé de Goiás - GO.",(62) 982027045,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-15.77319284,-51.09647857
