CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
843075,ACAMPI ASSOCIACAO CRISTA AMPARO MATERNINADE PROTECAO A INFAN,COMUNIDADE TERAPEUTICA MARIA DE MAGDALA,RUA RITA DOMINGOS DA ROCHA,18,-,DONA MAROLINA,75535330,-,-,521150,NAO,ENTIDADES SEM FINS LUCRATIVOS,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,-18.420038272025575,-49.218001663684845
6756883,ACERTE GESTAO DE PESSOAS LTDA,WAALC,RUA COSTA GOMES,441,CASA 1,CENTRO,75901970,6436213815,-,521880,NAO,PRIVADO,POLICLINICA,-17.7892917,-50.917366
7348495,ACESSO CONSULTORIA LTDA,ACESSO,DOUTOR IGNACIO XAVIER DA SILVA,S/N,QUADRA47,EXPANSUL,74986310,62 30858650,-,520140,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.822,-49.245
7581688,ACHGELIS MARTINS DE BRITO,CONSULTORIO ANDRELINO MARTINS,AV SENADOR HERMENEGILDO DE MORAIS,80,-,CENTRO,75650000,6434134945,-,521380,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.732,-49.101
3478564,ACIOLI SALES CAVALCANTE,ACIOLI SALES CAVALCANTE,RUA 3A,170,-,AEROPORTO,74075090,(62) 2238844,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6751070505277,-49.26692247390747
849790,ACNM SERVICOS MEDICOS LTDA,ACNM SERVICOS MEDICOS,RUA PADRE SERAFIM,165,QG L1,JD MARCONAL,75901555,6492350735,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.796909927630356,-50.936951637268066
7937717,ACOLHER ESPACO TERAPEUTICO LTDA ME,ACOLHER ESPACO TERAPEUTICO,RUA R 5,691,QD C 4 LT 16 E,SETOR OESTE,74115060,62 - 32156003,crismartinspsi@hotmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.68100633582365,-49.27561283111572
9594434,ACOLHER LIFE LTDA,ACOLHER LIFE,DOUTOR VALDIVINO VAZ,274,SALA 09,CENTRO,75503040,64 99665381,-,521150,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-18.4203104,-49.2156216
4183819,ACOLHER PSICOLOGIA CLINICA LTDA,ACOLHER PSICOLOGIA CLINICA,C,S/N,QUADRA28 LOTE 30 APT,ESTANCIA ITAGUAI,75682096,64 92027010,CONTATO@CANVASCONTABILIDADE.COM.BR,520450,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.7634002,-48.6256535
4263065,ACRS SERVICOS MEDICOS LTDA,ACRS SERVICOS MEDICOS,R MARGINAL,S/N,Q32 L1,VILA ROCHA,75905831,99 9999 9999,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.80790137784363,-50.925536155700684
9844384,ACSA DEBORA DE MORAIS,CALMARIA DIARIA,RUA JOAQUIM NABUCO,823,-,CENTRO,75800970,-,-,521190,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.8803503456776,-51.72007083892822
9053247,ACT SERVICOS MEDICOS LTDA ME,CISI CLINICA INTEGRADA DE SAUDE ITUMBIARA,AVENIDA SANTA CECILIA,145,-,CENTRO,75523080,(64) 3431-3153,-,521150,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-18.4117565,-49.2103346
5243122,ACUFISIO ACUPUNTURA E FISIOTERAPIA LTDA,ACUFISIO,AV AMAZONAS,755,SALA 01,CENTRO,75600000,64 3495 4345,andreiafisio@globo.com,520910,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-17.9980118,-49.3578503
3593061,ACUPUN MEDICAL CENTER LTDA,ACUPUN MEDICAL CENTER,AVENIDA R 9,189,QD R 11 LT 11,SET OESTE,74125110,(62)32290373,-,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.682671257977457,-49.276063442230225
7159846,ADAILLA WYARA DE OLIVEIRA GAMA,GARH PSICOLOGIA E CONSULTORIA EMPRESARIAL,RUA 82,79,Q F13 L 9 SL 114,SETOR SUL,74083010,062 - 30956782,adailla.wyara@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.682136840100636,-49.25527095794678
6075460,ADAIR BENJAMIN DA SILVA,ADAIR BENJAMIN DA SILVA,RUA P13,169,QD P 79 LT 3 SL 2,FUNCIONARIOS,74543260,(62) 3233-4807,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.66970092549428,-49.27685737609863
2442434,ADAIR RODRIGUES DE SOUSA,LABORATORIO CRISTO REI,AV JATOBA,1357,QD 13 L1,CENTRO,76350000,(62)3251582,-,521890,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.161793,-49.799816
7947968,ADANES MENDONCA SILVA ME,MEDISAUDE,R GLAUDEMIRO DOS SANTOS,112,QUADRA F LOTE 9,JARDIM BOM PASTOR,75860000,-,-,521850,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-,-
7318316,ADAO GUIMARAES JUNIOR,ADAO GUIMARAES JUNIOR,RUA COSTA GOMES,187,SALA 2,CENTRO,75901050,6496079633,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7892917,-50.917366
3710548,ADAUTO BERNADINO DA SILVADFSF,ADAUTO BERNADINO DA SILVA,RUA 15 DE NOVEMBRO,233,-,CENTRO,75503030,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.4222012,-49.2165469
3434494,ADECY BATISTA LOPES,ADECY BATISTA LOPES,RUA 18A,298,QD 39A LT 01,AEROPORTO,74070060,(062) 32248148,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.671550947452356,-49.26823139190674
859745,ADEJANE CRISTINA DUARTE,SOS LAB,RUA 11,450,Q56 L11 SALA 5,VILA PROMISSAO,75907020,-,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.8148634,-50.9315203
5193222,ADELAIDE AZEDO CORSI,ADELAIDE AZEDO CORSI,RUA DR MARIO GUEDES,50,-,CENTRO,75503020,6434313434,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.42,-49.218
6717403,ADELAYDE GRACYELLE MARTINS VAZ BARBOSA,ADELAYDE GRACYELLE MARTINS VAZ BARBOSA,AVENIDA C 233,20,QD 557 LT 14,JARDIM AMERICA,74290040,62-32513152,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.7009543,-49.2821612
961361,ADELIAN ARAUJO BRANQUINHO,VENOCLEAN,AV DR ISMERINO SOARES CARVALHO,595,QD 10A LT 16,SETOR AERPORTO,74075040,62998700330,adelian@hotmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.679,-49.254
7584628,ADELINO ARAUJO DOS SANTOS,ADELINO ARAUJO DOS SANTOS,AV DR ISMERINO SOARES DE CARVALHO,595,QD 10A LT 15,SETOR AEROPORTO,74075040,62 - 32237998,adelino-araujo@bol.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.675415380049877,-49.270076751708984
9208720,ADEMAR CAETANO DE ASSIS FILHO,ADEMAR CAETANO DE ASSIS FILHO,RUA MAURICIO SODRE PACHECO,106,-,SODRE,75800970,-,-,521190,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.881,-51.714
9758879,ADEMAR FRANCISCO FERREIRA CINTRA,ADEMAR FRANCISCO FERREIRA CINTRA,RUA PARANAIBA,710,-,CENTRO,75503160,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.9109177,-48.2640839
9904239,ADEMAR VIEIRA FILHO JUNIOR,ADEMAR VIEIRA FILHO JUNIOR,AVENIDA B,130,QD J3 LT 07E,SETOR OESTE,74110030,6232126800,ademar_vieira@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.679598334786846,-49.269787073135376
6131239,ADEMIR AMANCIO MORATO JUNIOR,SORRISO PROFISSIONAL,RUA JOAQUIM ANTONIO TEIXEIRA,82,-,CENTRO,75200000,34615344,ademir morato@yahoo.com.br,521740,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.301,-48.28
9024867,ADEMIR NARCISO DA FONSECA,CRO CENTRO DE RADIOLOGIA ODONTOLOGICA,RUA 06,839,QD 171 LT 07,CENTRO,76450000,(62) 3379-4231,croradiologia@gmail.com,521308,NAO,PRIVADO,CONSULTORIO ISOLADO,-13.533,-48.22
6083889,ADEMIR RIBEIRO HAMU,ADEMIR RIBEIRO HAMU,RUA 17 A,1437,QD 24A LT 13,AEROPORTO,74070100,(62) 3225-8436,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.672866507739098,-49.26790952682495
3298760,ADERBAL ALVES TEIXEIRA,CONSULTORIO MEDICO,RUA GONCALVES DIAS,03,-,JK,76400000,-,-,522160,NAO,IGNORADO,CONSULTORIO ISOLADO,-14.5305368,-49.1618836
9347739,ADERICO SANTANA GUILHERME,ADERICO SANTANA GUILHERME,AVENIDA T63 SALA 41,984,QD 142 LT 10 16,SETOR BUENO,74230100,62 - 32531660,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.71345942569603,-49.259798526763916
6828353,ADHEMAR CIPRIANO AGUIAR JUNIOR,ADHEMAR CIPRIANO AGUIAR JUNIOR,AVENIDA FERNANDO COSTA,S/N,QD48 LT08,VILA JAIARA,75024970,-,-,520110,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.3049234,-48.9618867
5479274,ADI RADIOLOGIA E DIAGNOSTICO POR IMAGEM S S LTDA,ALPHA DIAGNOSTICOS POR IMAGENS,RUA 239,88,QD 89A LT 31,LESTE UNIVERSITARIO,74650070,62 - 34127600,fatradvita@gmail.com,520870,NAO,IGNORADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.6496679,-49.2516221
9150471,ADJAIR RODRIGUES DE AMORIM JUNIOR,CONSULTORIO DR ADJAIR RODRIGUES DE AMORIM JUNIOR,RUA 32 COM RUA 45,S/N,QD 24B LOLTE 19,SAO SEBASTIAO DO XIX,76680000,-,adilamalencastro@gmail.com,521120,NAO,IGNORADO,CONSULTORIO ISOLADO,-15.562,-49.949
5148642,ADNA ALVES ROCHA ELIAS DIB,ADNA ALVES ROCHA ELIAS DIB,AVENIDA ENGENHEIRO PORTELA,222,-,CENTRO,75020420,-,-,520110,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.3390415,-48.9579365
6316794,ADOLFO DE MOURA JUNIOR,ADOLFO DE MOURA JUNIOR,RUA BOM JARDIM,784,ESQ COM CIDADE DE GO,CENTRO,76100000,36711444,-,522010,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.52233051622348,-50.372904539108276
5241839,ADOLFO MENEZES MASSON SOUZA,ADOLFO MENEZES MASSON SOUZA,RUA 1124,469,QD 217 LT 12,MARISTA,74175080,(62) 3241-3677,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.706369132749046,-49.26239490509033
6066755,ADREINE AMANDA DE ASSIS MACHADO,CONSULTORIO ODONTOLOGICO DRA ADREINE AMANDA A MACHADO,RUA JOAQUIM CANDIDO,713,-,CENTRO,75800970,6436310440,-,521190,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.881,-51.714
6813208,ADRIANA AFONSO BOAVENTURA REZENDE,ADRIANA AFONSO BOAVENTURA REZENDE,RUA 1,95,-,MAE DE DEUS,75701970,64 3441 2775,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.17019634890424,-47.945194244384766
3281159,ADRIANA AMADOR MACHADO,ADRIANA AMADOR MACHADO,AVENIDA PORTUGAL,1148,QD L29 LT1E SL3107,SETOR MARISTA,74150340,(62) 3241-2221,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.70114886469019,-49.25703048706055
6835740,ADRIANA APARECIDA DA SILVA,ADRIANA APARECIDA DA SILVA,AV R 1,S/N,QD R 4 LT 5,SETOR OESTE,74125020,62-32930727,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.677964218395594,-49.27711486816406
6636551,ADRIANA CARLOS SILVA,ADRIANA CARLOS SILVA,AV SOLAR,S/N,QD 7 L 01 02,URIAS MAGALHAES,74565630,062 - 32101619,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.63960472423265,-49.27363872528076
6377394,ADRIANA CRISPIM DE AZEVEDO BRITO,ADRIANA CRISPIM DE AZEVEDO BRITO,RUA 1124 SALA 07,99,QD 226 LT 18,ST MARISTA,74823330,62-39412461,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6998634,-49.2625018
3800938,ADRIANA CRISTINA ALVES,ADRIANA CRISTINA ALVES,RUA 1136 ED PERSONALITE BUSINESS,246,QD 240 SL 108,SETOR MARISTA,74180150,-,adri_4mendonca@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.679,-49.254
756164,ADRIANA CRISTINA ANTUNES MATIAS,CONSULTORIO ODONTOLOGICO ADRIANA CRISTINA,RUA DAS NASCENTES QD 44 LT 01,99,-,PARASINHO,73770000,-,-,520060,NAO,IGNORADO,CONSULTORIO ISOLADO,-14.136554843622536,-47.5178861618042
9275908,ADRIANA DA SILVA ARANTES,ADRIANA DA SILVA ARANTES,RUA SAO SEBASTIAO,406,-,CENTRO,75901970,64 99214-3754,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7998085,-50.9296451
5812194,ADRIANA DA SILVA SANTOS,ADRIANA DA SILVA SANTOS,RUA 104,21,QD F 22 LT 01,SUL,74083300,(62) 3242-0212,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6865815,-49.2544677
6559115,ADRIANA DE ARAUJO ALMEIDA E SANTANA,ADRIANA DE ARAUJO ALMEIDA E SANTANA,RUA C 139,853,QD 341 LT 2 4,JARDIM AMERICA,74275070,62 - 32251941,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.715124064986032,-49.288787841796875
4141504,ADRIANA DE OLIVEIRA,ADRIANA DE OLIVEIRA,RUA HONORINA CAMPOS DE LEAO,S/N,Q03 L04,JD BELA VISTA,75901970,00 0000 0000,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.8023156,-50.9293602
7637063,ADRIANA GALANTE TIOPISTO MENDONCA LUCAS,ADRIANA GALANTE TIOPISTO MENDONCA LUCAS,AVENIDA T 1,832,QD 40 LT 8,SETOR BUENO,74210045,62 - 39322393,adrianagalante2013@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.694243093997365,-49.27662134170532
6548792,ADRIANA GANAM ALVES,ADRIANA GANAM ALVES,RUA T 29,358,Q 34 L 6 7 SL 806,SETOR BUENO,74210050,062 - 32509125,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.697839880722203,-49.27501201629639
7496958,ADRIANA GOULART SILVA BASTOS,ADRIANA GOULART SILVA BASTOS,AV JOAO XXIII,56,SALA 2,MAE DE DEUS,75701970,-,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.166832350577003,-47.94935703277588
6082270,ADRIANA GROSSI ALVINO,ADRIANA GROSSI ALVINO,PRACA EVANGELINO MEIRELES LT 01 A SALA 03,S/N,-,CENTRO,72800970,61 3622 8218,-,521250,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.253,-47.95
5191718,ADRIANA JAYME DE SOUSA,CONSULTORIO ODONTOLOGICO JAYME DE SOUSA,RUA AUGUSTA BASTOS,600,-,CENTRO,75901970,06436216203,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7892139,-50.9221532
3837580,ADRIANA LINS DO REGO VERAS SALGADO,ADRIANA LINS DO REGO VERAS SALGADO,RUA 06,370,QD E 3 LT 31 E,OESTE,74115070,(62) 3215-8437,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.683246783251096,-49.26548480987549
3915166,ADRIANA LUSTOSA PEREIRA,ADRIANA LUSTOSA PEREIRA,RUA T 49,36,QD 44 LT 12,ST BUENO,74210200,(62) 32742647,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.692845467172027,-49.27522659301758
9029508,ADRIANA MARA DOS ANJOS,ADRIANA MARA DOS ANJOS,RUA 5,691,QD C4 LT 16E SL2109,SETOR OESTE,74115060,62 - 982573175,adrimara@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.678991966183023,-49.26621437072754
6424953,ADRIANA MARQUES DA SILVA,ADRIANA MARQUES DA SILVA,RUA T 53,S/N,QD H21 LT 21,ST MARISTA,74150130,062 - 32816544,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.701559914595787,-49.268832206726074
3716325,ADRIANA MARTINS DE OLIVEIRA,ADRIANA MARTINS DE OLIVEIRA,RUA CORONEL JOSE LOPES SEDES,576,-,CENTRO,75650000,6434132151,-,521380,NAO,IGNORADO,CONSULTORIO ISOLADO,-,-
3270394,ADRIANA NETTO DE RESENDE,ADRIANA NETTO DE RESENDE,RUA 104,758,QD F19 LT 96,SUL,74080240,(62) 2410513,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.686967101254584,-49.255614280700684
5104289,ADRIANA OLIVEIRA BISPO,ADRIANA OLIVEIRA BISPO,RUA 02,45,QD 30 LT 36,SET CENTRO,74013020,(62) 3223 2186,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.679855270055942,-49.26512002944946
6718965,ADRIANA PAPEL DIB,ESPACO ODONTO MEDICO,RUA JABAQUARA,777,-,CENTRO,76100000,6436711167,-,522010,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.52480938567454,-50.37308692932129
9347933,ADRIANA PAULA PIRES MENDONCA,NUCLEO DE PSICOLOGIA VIVER,DOUTOR VALDIVINO VAZ,274,SALA 4,CENTRO,75503040,64 34049000,contabil@supreis.com.br,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.4203104,-49.2156216
7554583,ADRIANA PINHO VIEIRA,ADRIANA PINHO VIEIRA,AVENIDA REPUBLICA DO LIBANO,2417,QD 7 LT 76 77,SETOR OESTE,74125125,62 - 30913970,adrianapinho@copac.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.679094740657995,-49.26741600036621
6120490,ADRIANA RAMOS CARDOSO BATISTA,ADRIANA RAMOS CARDOSO BATISTA,RUA T 29,358,QD 34 LT 6 7 S 705,BUENO,74210050,62-32509472,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.69167391916228,-49.27992582321167
7954115,ADRIANA REGINA GONCALVES CORREIA FERNANDES,ADRIANA REGINA GONCALVES CORREIA FERNANDES,ALAMEDA RICARDO PARANHOS,799,QD 234 A LT 01 E,SETOR MARISTA,74175020,62 - 39882709,mhgabi@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.699258023728664,-49.25522804260254
6578454,ADRIANA SANTOS NASCIMENTO,ADRIANA SANTOS NASCIMENTO,RUA 32 A,182,QD 44 A LT 03,SETOR AEROPORTO,74075480,62- 3224 - 0370,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.674510945375534,-49.275054931640625
3846415,ADRIANE BORGES FRANCO,ADRIANE BORGES FRANCO,RUA FLAUSINO DOMINGOS SILVA,186,-,CENTRO,75503180,6434310991,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.42,-49.218
755915,ADRIANE MARIA VIEIRA ROSA,DROGARIA PARAISO,ENG ARY VALADAO FILHO,824,QUADRA21,SETOR CENTRAL,73770000,62 34461152,-,520060,NAO,PRIVADO,FARMACIA,-14.133600108831414,-47.51619100570679
6513336,ADRIANE MIRANDA ROSA,ADRIANE MIRANDA ROSA,AV CESAR LATTES,S/N,QD 95 LT 8,NOVO HORIZONTE,74363400,062 - 30925973,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.718679357054892,-49.32043790817261
3547388,ADRIANI HOFFMANN,ADRIANI HOFFMANN,AVENIDA T2,1299,QD 56 LT 03,BUENO,74215010,(62)32744310,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.69175613329206,-49.28138494491577
3611655,ADRIANO ALFREDO BROCOS AUAD,ADRIANO ALFREDO BROCOS AUAD,AL CORONEL EUGENIO JARDIM,335,QD 263 LT 20 SL 07,MARISTA,74175150,(62) 39423154,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.706944586635124,-49.26050662994385
5234751,ADRIANO BATISTA ARANTES,ADRIANO BATISTA ARANTES,RUA GOIANIA,S/N,QD74 LT01,JARDIM ALEXANDRINA,75020420,-,-,520110,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.2933904,-48.9653727
7843771,ADRIANO BENEDINI BRUSADIN,ADRIANO BENEDINI BRUSADIN,AV 205,488,QD 488 LT 01,JARDIM AMERICA,74270020,62 - 32550818,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.697449375726567,-49.28449630737305
9152075,ADRIANO HOHL,ADRIANO HOHL,AVENIDA T 10,208,QD 102 LT 9 12,SETOR BUENO,74223060,62 - 30930088,doc.dr.hohl@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.704642760683022,-49.2667293548584
7080220,ADRIANO LANA PEREIRA,ADRIANO LANA PEREIRA,NIZO JAIME DE GUSMAO,369,-,VILA AMALIA,75901970,6436133213,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7980245,-50.9177147
9123423,ADRIANO LINARES,ADRIANO LINARES,RUA RUSOLINO FERREIRA GUIMARAES,730,SALA 03,CENTRO,75901970,64 3611-1030,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.798,-50.928
5665531,ADRIANO LUCIO DE QUEIROZ,ADRIANO LUCIO DE QUEIROZ,RUA 15,000,QD 04 LT 08D,CENTRO,76270000,-,-,521220,NAO,IGNORADO,CONSULTORIO ISOLADO,-15.863934,-50.867238
3865819,ADRIANO ROGERIO TOLEDO,OFTALMOCLINICA DR ADRIANO TOLEDO,RUA ROSULINO FERREIRA GUIMARAES,914,-,CENTRO,75901260,06436233047,mbatolledo@yahoo.com.br,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.79592924490132,-50.927231311798096
503835,ADRIANO SOARES FARIAS,ORAL MAX,QUADRA 10,S/N,LOTE 20,VALPARAISO I ETAPA,72876030,61 99554079,adrianosoaresfarias@hotmail.com,522185,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.066,-47.979
6263372,ADRIEL GOMES DE VILLA,ADRIEL GOMES DE VILLA,RUA P,111,QD 12 LT 04,NOVA VILA,75681640,(64) 3453-7941,-,520450,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7432298,-48.6502516
410764,ADRIELLE PEREIRA DA SILVA CARNEIRO DE ALMEIDA,ADRIELLE PEREIRA DA SILVA CARNEIRO DE ALMEIDA,AVENIDA PORTUGAL,1148,QD L29 LT1E SLC1802,SETOR MARISTA,74150030,6241021261,adrielle.dermato@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6868972,-49.2706808
7618883,ADRIELLY KATRINE TOZETTO MORAIS,ODONTO CLINT CONSULTORIO ODONTOLOGICO,RUA CHILE,S/N,QD 03 LT 02,SAO TOMAZ,75901970,64 9207-5343,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.8206315,-50.9317126
9321233,ADRIENE MOREIRA LEAO,ADRIENE MOREIRA LEAO,AV SAO JOAO,368,-,SAO JOAO,75703140,-,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.162499833004926,-47.940194606781006
9876790,ADRYANNE CUNHA SILVEIRA MARCAL,ADRYANNE CUNHA SILVEIRA MARCAL,RUA JOAQUIM VAZ DO NASCIMENTO,19,-,CENTRO,75901220,64992089216,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7974043,-50.934314
6376312,ADVANCED ODONTOLOGIA ESPECIALIZADA LTDA ME,CDE CLINICA DENTAL ESPECIALIZADA,AV DEPUTADO JAMEL CECILIO SALA B13,2496,QD B22 LT 4 5 7,JARDIM GOIAS,74810100,62 - 35410849,administracao@cdeodontologia.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.708922696137485,-49.23330634832382
2860228,ADVF SERVICOS MEDICOS ANESTESIOLOGICO LTDA,ANESTECH,R FRANCISCO FONTES,270,QUADRA 38 LOTE 15,JUNDIAI,75113130,(62)99635-1090,-,520110,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.3092473,-48.9586412
3720888,AECIO RUBENS DIAS PEREIRA,AECIO RUBENS DIAS PEREIRA,RUA 55,237,QD 108 LT 94,CENTRO,74055150,-,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6675174,-49.2564773
511862,AEROVIDA TAXI AEREO LTDA,AEROVIDA TAXI AEREO LTDA,FAZENDA PINDOBAL,S/N,QD 07 LT A 3,CONDOMINIO LIBERTY,75170000,(62)30967015,trafego@voesete.com.br,520840,NAO,PRIVADO,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-16.44793936849759,-49.014129638671875
9580999,AESTHETICA CENTRO ODONTOLOGICO LTDA,AESTHETICA CENTRO ODONTOLOGICO,AV PL3,S/N,QD H4 LT 1 3 SL 2310,PARK LOZANDES,74884115,62 - 34147189,aestheticaodontologia@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.697634351876648,-49.22447919845581
4114590,AF CLINICA ODONTOLOGICA LTDA,ODONTOCOMPANY,PEDRO JOSE DE CARVALHO,S/N,QUADRA 15 LOTE 23,CENTRO,75460000,-,-,521450,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.409431178914684,-49.218642711639404
4105982,AF FREITAS CLINICA ODONTOLOGICA LTDA,ODONTOCOMPANY ITABERAI,RUA MAJOR GARCIA,S/N,QD08 LT02,CENTRO,76630000,62 33131326,atendimento@donizetegestaocontabil.com.br,521040,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.0123,-49.4830
858102,AF ODONTOLOGIA AVANCADA EIRELI,AF ODONTOLOGIA,RUA 05,691,QD C4 LT 16E SL 606,SETOR OESTE,74115060,62 30927447,afperiodontia@hotmail.com,520870,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.68413062226223,-49.27548408508301
3384373,AFAGO ATENDIMENTO FISIOTERAPEUTICO GOIANO SS LTDA,AFAGO ATENDIMENTO FISIOTERAPEUTICO GOIANO,RUA 1125,312,QD 219 LT 12,MARISTA,74175090,(62) 2415529,-,520870,NAO,IGNORADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.706389684703428,-49.26147222518921
506435,AFBA ASSISTENCIA MEDICA LTDA,AFBA ASSISTENCIA MEDICA,RUA TIRADENTES,822,-,SANTO AGOSTINHO,75904660,6436122400,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7819608,-50.9054921
