CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52053717,ESCOLA MUNICIPAL TONICO CORREDEIRA,MUNICIPAL,NÃO POSSUI,RUA 78 QD417                                                                                        ,VILA NS APARECIDA                                 ,MINEIROS                                          ,-17.568.818.585.469.000,-52.537.407.214.139.000,8/3/2006,0
52047776,ESC MUL JUSCELINO KUBITSCHEK DE OLIVEIRA                              ,MUNICIPAL,NÃO POSSUI,QUADRA 454 LOTE 16                                                                                  ,PEDREGAL                                          ,NOVO GAMA                                         ,-16.068.758.931.013.200,-48.033.838.570.117.900,8/3/2006,277
52041484,ESCOLA ESTADUAL JUVENTINO DE FRANÇA SABATH,ESTADUAL,NÃO POSSUI,AV ERONDINA DE SOUSA MELO                                                                           ,CENTRO                                            ,IACIARA                                           ,-14.098.051.970.873.000,-46.634.988.384.283.000,8/3/2006,391
52076814,ESC MUL GETULIO JOSE DA COSTA                                         ,MUNICIPAL,NÃO POSSUI,RUA 45                                                                                              ,PQ ESTRELA DALVA I X                              ,LUZIÂNIA                                          ,,,8/3/2006,0
52082865,ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL PALMITAL,MUNICIPAL,NÃO POSSUI,ASSENTAMENTO PALMITAL                                                                               ,ZONA RURAL                                        ,SÃO JOÃO D ALIANÇA                                ,-14.480.700.000.000.000,-47.230.570.000.000.000,8/3/2006,14
52096939,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS - GOIANIRA -  JOSÉ SILVA OLIVEIRA,ESTADUAL,NÃO POSSUI,Rua 28 c/ Rua 20                                                                                    ,TRIUNFO I,GOIANIRA                                          ,-16.576.899.419.342.300,-49.382.777.810.096.600,27/12/2011,1228
52015033,COLÉGIO ESTADUAL BALTAZAR PARREIRA,ESTADUAL,NÃO POSSUI,AVENIDA  JOSE POSSIDONIO QD 3 LT 3                                                                  ,CENTRO                                            ,SAO PATRICIO                                      ,-15.350.757.132.055.500,-49.817.955.493.927.000,23/12/2005,182
52004643,COLÉGIO ESTADUAL MELQUIADES VICTOR DE OLIVEIRA,ESTADUAL,NÃO POSSUI,AV MINISTRO JOAO ALBERTO                                                                            ,BELA VISTA                                        ,ARAGARÇAS                                         ,-15.897.282.017.833.200,-52.236.793.041.229.100,8/3/2006,315
52194361,ESCOLA MUNICIPAL PROFESSOR ADEUVALDO BARBOSA ESPINDOLA,MUNICIPAL,NÃO POSSUI,ENTRE RUAS TAPUIA E SÃO PAULO                                                                       ,SETOR DE CHÁCARAS ANHANGÜERA                      ,VALPARAÍSO DE GOIÁS                               ,,,9/9/2013,0
52036359,ESCOLA MUNICIPAL JOSE ALVES VILA NOVA,MUNICIPAL,NÃO POSSUI,RUA 201 UNIDADE 103                                                                                 ,PARQUE ATHENEU                                    ,GOIÂNIA                                           ,,,8/3/2006,0
52095088,CENTRO MUL DE ED INFANTIL VALERIA PERILO,MUNICIPAL,NÃO POSSUI,RUA JATOBA                                                                                          ,,SÃO LUÍS DE MONTES BELOS                          ,,,,0
52003752,COLÉGIO ESTADUAL MARECHAL RIBAS JÚNIOR,ESTADUAL,NÃO POSSUI,AV  JK                                                                                              ,CENTRO                                            ,ITAPIRAPUÃ                                        ,-15.608.228.674.337.000,-50.937.006.903.584.000,23/12/2005,94
52068447,ESC MUL DE ENSINO FUND CORA CORALINA                                  ,MUNICIPAL,NÃO POSSUI,RUA 20                                                                                              ,SETOR CEMIG                                       ,SÃO SIMÃO                                         ,,,8/3/2006,0
52093298,ESCOLA MUNICIPAL PROFESSOR ERNST HEEGER,MUNICIPAL,NÃO POSSUI,"RUA PP, 14 QD. VII                                                                                  ",PARQUE PIRINEUS,ANÁPOLIS                                          ,-16.275.014.840.000.000,-48.957.738.880.000.000,,0
52097064,ESCOLA MUNICIPAL PROFESSORA DALKA LELES,MUNICIPAL,NÃO POSSUI,RUA OM 21                                                                                           ,,GOIÂNIA                                           ,,,30/8/2023,0
52264432,ESCOLA MUNICIPAL DE TEMPO INTEGRAL JARDIM NOVO MUNDO,MUNICIPAL,NÃO POSSUI,RUA MISSISSIPE                                                                                      ,,GOIÂNIA                                           ,,,30/8/2023,0
52070069,ESCOLA ESTADUAL DE ENSINO ESPECIAL  DO MUNICÍPIO DE IPORÁ,ESTADUAL,NÃO POSSUI,AV DR NETO ESQ. C/ RUA GOIÂNIA                                                                      ,CENTRO                                            ,IPORÁ                                             ,-16.440.553.735.355.900,-51.120.438.873.767.800,8/3/2006,88
52070433,COLÉGIO ESTADUAL QUILOMBOLA CALUNGA III,ESTADUAL,NÃO POSSUI,FAZENDA DA EMA                                                                                      ,RURAL,TERESINA DE GOIÁS                                 ,-13.474.968.699.530.000,-47.194.188.157.672.000,8/3/2006,64
52107361,ASSOCIAÇÃO EDUCACIONAL REINO NOBRE,PRIVADA,MUNICIPAL,RUA ROCHA LIMA                                                                                      ,JD SALVADOR                                       ,TRINDADE                                          ,-16.662.280.102.112.600,-49.480.383.396.148.600,29/9/2022,281
52061787,CRECHE MUNICIPAL VALÉRIA JAIME PEIXOTO PERILLO,MUNICIPAL,NÃO POSSUI,RUA MINAS GERAIS                                                                                    ,CENTRO                                            ,CRISTIANÓPOLIS                                    ,-17.194.679.000.000.000,-48.711.567.000.000.000,8/3/2006,0
52074668,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ANTÔNIA ALEXANDRE DE SOUZA                                    ,MUNICIPAL,NÃO POSSUI,AVENIDA AMARO ALVES MOREIRA                                                                         ,CENTRO                                            ,URUANA                                            ,-15.498.820.000.000.000,-49.686.580.000.000.000,8/3/2006,0
52059340,CENTRO DE ENSINO EM PERÍODO INTEGRAL DOUTOR MENEZES JÚNIOR,ESTADUAL,NÃO POSSUI,AV WASHINGTON LUIZ                                                                                  ,AFONSO PENA                                       ,ITUMBIARA                                         ,-18.405.148.075.945.800,-49.218.020.439.147.900,8/3/2006,894
52062520,ESCOLA MUNICIPAL JOANINHA DARQUE,MUNICIPAL,NÃO POSSUI,AVENIDA PADRE JOÃO SAINT CLAIR                                                                      ,CENTRO                                            ,PALMELO                                           ,-17.324.933.685.090.200,-48.424.445.953.766.800,8/3/2006,129
52034410,EDUCANDARIO ESPIRITA EURIPEDES BARSANULFO,MUNICIPAL,NÃO POSSUI,RUA DOM PEDRO II QD. 176 LT. 10                                                                     ,JD. NOVA ESPERANCA                                ,GOIÂNIA                                           ,,,8/3/2006,0
52092186,COLÉGIO ESTADUAL DONA TORINHA,ESTADUAL,NÃO POSSUI,"RUA ABILIO RODRIGUES, QD. 57 LTS. 19/20                                                             ",Diogo Machado de Araújo,LUZIÂNIA                                          ,-16.252.476.967.284.000,-47.959.803.566.336.600,8/3/2006,729
52082709,ESCOLA MUNICIPAL CONQUISTA DO SABER,MUNICIPAL,NÃO POSSUI,PÇA DR LUIS F EUSTAQUIO                                                                             ,JD PAQUETA                                        ,PLANALTINA                                        ,-15.134.970.292.901.000,-47.422.569.224.782.000,8/3/2006,333
52022463,ESCOLA MUNICIPAL DO PERALTA,MUNICIPAL,NÃO POSSUI,AV OSVALDO MAIA                                                                                     ,CENTRO                                            ,CATURAÍ                                           ,,,8/3/2006,0
52098052,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DONA JOANA ROSA DA COSTA,MUNICIPAL,NÃO POSSUI,Rua A -1 esq. a Av. Bueno Aires qdra 6                                                              ,RESIDENCIAL NOVA AURORA,APARECIDA DO RIO DOCE                             ,-18.300.331.500.483.900,-51.152.339.419.439.000,8/4/2015,0
52020932,COLÉGIO ESTADUAL GENOVEVA REZENDE CARNEIRO,ESTADUAL,NÃO POSSUI,R. JARBAS GOMES LOBO                                                                                ,S TROPICAL                                        ,ANÁPOLIS                                          ,-16.349.992.000.000.000,-48.923.093.000.000.000,8/3/2006,825
99900466,ESCOLA MUNICIPAL TERRA VERMELHA ,MUNICIPAL,NÃO POSSUI,                                                                                                    ,,CAVALCANTE                                        ,,,4/10/2022,0
52061388,ESCOLA MUNICIPAL ZILDA DE ABREU,MUNICIPAL,NÃO POSSUI,RUA 01                                                                                              ,CENTRO                                            ,PONTALINA                                         ,-17.310.740.000.000.000,-49.272.730.000.000.000,8/3/2006,81
52001334,ESCOLA MUNICIPAL NOVA LOURDES                                                  ,MUNICIPAL,NÃO POSSUI,AVENIDA SÃO MIGUEL                                                                                  ,ZONA RURAL                                        ,SAO MIGUEL DO ARAGUAIA                            ,-13.079.447.367.627.500,-49.976.038.803.366.000,8/3/2006,0
52028372,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS ROSA TURISCO DE ARAUJO,ESTADUAL,NÃO POSSUI,AV ARAGUAIA                                                                                         ,SETOR LESTE                                       ,ANICUNS                                           ,-16.464.921.914.051.600,-49.954.458.475.112.900,21/12/2005,706
52094510,ESC MUN LAIS INACIO FERREIRA,MUNICIPAL,NÃO POSSUI,RUA ANTONIO JOSE PEREIRA                                                                            ,CENTRO                                            ,CABECEIRAS                                        ,-15.802.980.109.516.000,-46.928.127.566.446.000,,0
52030040,ESCOLA ESTADUAL DOM PEDRO II,ESTADUAL,NÃO POSSUI,RUA ALFREDO NASSER                                                                                  ,SETOR AEROPORTO                                   ,SÃO LUÍS DE MONTES BELOS                          ,-16.510.614.599.070.800,-50.385.907.888.412.400,8/3/2006,583
52002241,ESCOLA MUNICIPAL BRUNO FREIRE DE ANDRADE,MUNICIPAL,NÃO POSSUI,POVOADO DE ARARAS                                                                                   ,CENTRO                                            ,FAINA                                             ,-15.446.906.792.949.600,-50.359.612.852.334.900,8/3/2006,0
52093557,ESCOLA MUNICIPAL JOÃO FERREIRA BRITO,MUNICIPAL,NÃO POSSUI,GO 188 KM 10                                                                                        ,RURAL,CAIAPÔNIA                                         ,-16.390.315.719.000.000,-52.074.636.558.000.000,,0
52054128,ESC MUL ELIEZER RODRIGUES PEREIRA                                     ,MUNICIPAL,NÃO POSSUI,FAZ BOA VISTA                                                                                       ,,PORTELÂNDIA                                       ,,,8/3/2006,0
52046290,ESCOLA ESTADUAL JOAQUIM ANTÔNIO DE MAGALHÃES,ESTADUAL,NÃO POSSUI,AV VALERIANO DE CASTRO                                                                              ,CENTRO                                            ,FORMOSA                                           ,-15.535.178.881.301.000,-47.334.834.987.836.000,24/12/2005,384
